Window Time,PMU ID,Event Type,Severity,Confidence Level,Bad Data Flag,Bus ID
11:27.1,7.879456781,-31.14181871,0.27422139,-32.39191871,0,7.879456781
11:27.4,7.87939684,-31.14101871,0.27405469,-32.38281871,0,7.87939684
11:27.8,7.879556682,-31.13931871,0.27438809,-32.39301871,0,7.879556682
11:28.1,7.879436801,-31.13851871,0.27438809,-32.34231871,0,7.879436801
11:28.4,7.87939684,-31.13981871,0.27422139,-32.36881871,0,7.87939684
11:28.8,7.879276959,-31.13901871,0.27405469,-32.39341871,0,7.879276959
11:29.1,7.87937686,-31.13691871,0.27455479,-32.36071871,0,7.87937686
11:29.4,7.879636603,-31.13851871,0.27472149,-32.38981871,0,7.879636603
11:29.8,7.879556682,-31.14041871,0.27438809,-32.40221871,0,7.879556682
11:30.1,7.879576663,-31.13981871,0.27422139,-32.42751871,0,7.879576663
11:30.4,7.879596643,-31.13871871,0.27422139,-32.43191871,0,7.879596643
11:30.8,7.879676564,-31.13711871,0.27438809,-32.36581871,0,7.879676564
11:31.1,7.879536702,-31.13861871,0.27455479,-32.37391871,0,7.879536702
11:31.4,7.879177057,-31.14021871,0.27438809,-32.35641871,0,7.879177057
11:31.8,7.879256978,-31.13851871,0.27438809,-32.33381871,0,7.879256978
11:32.1,7.87935688,-31.13891871,0.27438809,-32.37561871,0,7.87935688
11:32.4,7.879636603,-31.13981871,0.27422139,-32.38951871,0,7.879636603
11:32.8,7.879956288,-31.14061871,0.27422139,-32.40201871,0,7.879956288
11:33.1,7.879796446,-31.14031871,0.27422139,-32.37191871,0,7.879796446
11:33.4,7.879496742,-31.13911871,0.27455479,-32.35051871,0,7.879496742
11:33.8,7.879416821,-31.14051871,0.27455479,-32.41491871,0,7.879416821
11:34.1,7.879336899,-31.14121871,0.27422139,-32.39501871,0,7.879336899
11:34.4,7.879276959,-31.13991871,0.27405469,-32.32891871,0,7.879276959
11:34.8,7.879157077,-31.14181871,0.27405469,-32.37071871,0,7.879157077
11:35.1,7.879057176,-31.14201871,0.27422139,-32.37601871,0,7.879057176
11:35.4,7.879636603,-31.14031871,0.27422139,-32.37011871,0,7.879636603
11:35.8,7.879756485,-31.14001871,0.27405469,-32.35191871,0,7.879756485
11:36.1,7.879316919,-31.13931871,0.27422139,-32.35571871,0,7.879316919
11:36.4,7.879336899,-31.14031871,0.27422139,-32.44101871,0,7.879336899
11:36.8,7.879456781,-31.14131871,0.27405469,-32.43571871,0,7.879456781
11:37.1,7.879736505,-31.13911871,0.27438809,-32.37671871,0,7.879736505
11:37.4,7.879656584,-31.13771871,0.27438809,-32.36391871,0,7.879656584
11:37.8,7.87937686,-31.13641871,0.27438809,-32.37821871,0,7.87937686
11:38.1,7.879236998,-31.13571871,0.27455479,-32.40741871,0,7.879236998
11:38.4,7.879157077,-31.13781871,0.27438809,-32.38211871,0,7.879157077
11:38.8,7.87937686,-31.13821871,0.27455479,-32.36841871,0,7.87937686
11:39.1,7.879636603,-31.13941871,0.27455479,-32.37321871,0,7.879636603
11:39.4,7.879336899,-31.13891871,0.27422139,-32.33311871,0,7.879336899
11:39.8,7.879097136,-31.13861871,0.27422139,-32.34481871,0,7.879097136
11:40.1,7.879416821,-31.13921871,0.27438809,-32.40251871,0,7.879416821
11:40.4,7.879816426,-31.13941871,0.27472149,-32.42021871,0,7.879816426
11:40.8,7.879876367,-31.14031871,0.27455479,-32.40201871,0,7.879876367
11:41.1,7.879436801,-31.14111871,0.27422139,-32.35681871,0,7.879436801
11:41.4,7.879236998,-31.13931871,0.27455479,-32.34861871,0,7.879236998
11:41.8,7.879316919,-31.13871871,0.27455479,-32.37931871,0,7.879316919
11:42.1,7.879097136,-31.14001871,0.27422139,-32.35971871,0,7.879097136
11:42.4,7.879217018,-31.14011871,0.27422139,-32.39581871,0,7.879217018
11:42.8,7.879656584,-31.14101871,0.27438809,-32.47151871,0,7.879656584
11:43.1,7.879776465,-31.14031871,0.27422139,-32.43351871,0,7.879776465
11:43.4,7.879776465,-31.13791871,0.27438809,-32.36401871,0,7.879776465
11:43.8,7.879296939,-31.13691871,0.27438809,-32.34951871,0,7.879296939
11:44.1,7.879137097,-31.13781871,0.27438809,-32.35881871,0,7.879137097
11:44.4,7.879556682,-31.14011871,0.27438809,-32.39831871,0,7.879556682
11:44.7,7.879756485,-31.14161871,0.27422139,-32.38461871,0,7.879756485
11:45.1,7.879856386,-31.14051871,0.27438809,-32.37551871,0,7.879856386
11:45.4,7.879936307,-31.13991871,0.27438809,-32.38951871,0,7.879936307
11:45.7,7.879976268,-31.13911871,0.27455479,-32.38301871,0,7.879976268
11:46.1,7.879916327,-31.13891871,0.27472149,-32.41911871,0,7.879916327
11:46.4,7.879516722,-31.13881871,0.27455479,-32.43131871,0,7.879516722
11:46.7,7.87939684,-31.13921871,0.27455479,-32.39901871,0,7.87939684
11:47.1,7.879556682,-31.14191871,0.27455479,-32.38051871,0,7.879556682
11:47.4,7.879496742,-31.14091871,0.27455479,-32.33251871,0,7.879496742
11:47.7,7.879516722,-31.13731871,0.27455479,-32.35361871,0,7.879516722
11:48.1,7.879636603,-31.13801871,0.27422139,-32.38061871,0,7.879636603
11:48.4,7.879416821,-31.13851871,0.27438809,-32.35001871,0,7.879416821
11:48.7,7.879296939,-31.13881871,0.27455479,-32.39821871,0,7.879296939
11:49.1,7.879197038,-31.14191871,0.27438809,-32.46441871,0,7.879197038
11:49.4,7.879057176,-31.14041871,0.27438809,-32.42571871,0,7.879057176
11:49.7,7.87939684,-31.13781871,0.27472149,-32.37791871,0,7.87939684
11:50.1,7.87939684,-31.13841871,0.27455479,-32.39691871,0,7.87939684
11:50.4,7.879037196,-31.13781871,0.27422139,-32.40961871,0,7.879037196
11:50.7,7.879157077,-31.13971871,0.27422139,-32.40731871,0,7.879157077
11:51.1,7.879157077,-31.14231871,0.27438809,-32.38531871,0,7.879157077
11:51.4,7.879256978,-31.14121871,0.27455479,-32.35121871,0,7.879256978
11:51.7,7.87939684,-31.13991871,0.27422139,-32.36251871,0,7.87939684
11:52.1,7.879556682,-31.13931871,0.27422139,-32.33651871,0,7.879556682
11:52.4,7.879776465,-31.13931871,0.27455479,-32.36381871,0,7.879776465
11:52.7,7.879576663,-31.13931871,0.27438809,-32.38711871,0,7.879576663
11:53.1,7.879496742,-31.13671871,0.27438809,-32.36521871,0,7.879496742
11:53.4,7.879716524,-31.13771871,0.27455479,-32.39351871,0,7.879716524
11:53.7,7.879616623,-31.14081871,0.27455479,-32.40151871,0,7.879616623
11:54.1,7.87939684,-31.14011871,0.27455479,-32.38801871,0,7.87939684
11:54.4,7.879336899,-31.13781871,0.27438809,-32.40771871,0,7.879336899
11:54.7,7.879476761,-31.13731871,0.27455479,-32.35941871,0,7.879476761
11:55.1,7.879876367,-31.14021871,0.27455479,-32.33511871,0,7.879876367
11:55.4,7.879696544,-31.14191871,0.27422139,-32.36871871,0,7.879696544
11:55.7,7.87937686,-31.13891871,0.27422139,-32.39711871,0,7.87937686
11:56.1,7.879436801,-31.13711871,0.27438809,-32.38541871,0,7.879436801
11:56.4,7.879416821,-31.13891871,0.27455479,-32.35801871,0,7.879416821
11:56.7,7.87935688,-31.13831871,0.27472149,-32.33101871,0,7.87935688
11:57.1,7.879436801,-31.13801871,0.27438809,-32.34941871,0,7.879436801
11:57.4,7.87935688,-31.13821871,0.27422139,-32.37221871,0,7.87935688
11:57.7,7.87937686,-31.13801871,0.27438809,-32.38521871,0,7.87937686
11:58.1,7.879476761,-31.13811871,0.27455479,-32.38861871,0,7.879476761
11:58.4,7.879496742,-31.13881871,0.27438809,-32.36341871,0,7.879496742
11:58.7,7.879636603,-31.14011871,0.27438809,-32.37921871,0,7.879636603
11:59.1,7.879736505,-31.14171871,0.27438809,-32.44861871,0,7.879736505
11:59.4,7.879996248,-31.13901871,0.27455479,-32.48111871,0,7.879996248
11:59.7,7.88011613,-31.13781871,0.27455479,-32.42831871,0,7.88011613
12:00.1,7.879616623,-31.13801871,0.27422139,-32.33901871,0,7.879616623
12:00.4,7.879456781,-31.13651871,0.27438809,-32.36811871,0,7.879456781
12:00.7,7.879576663,-31.13801871,0.27455479,-32.43691871,0,7.879576663
12:01.1,7.879596643,-31.13891871,0.27438809,-32.37211871,0,7.879596643
12:01.4,7.879776465,-31.13631871,0.27422139,-32.31871871,0,7.879776465
12:01.7,7.879796446,-31.13761871,0.27405469,-32.35561871,0,7.879796446
12:02.1,7.879576663,-31.14011871,0.27405469,-32.39881871,0,7.879576663
12:02.4,7.87935688,-31.13951871,0.27405469,-32.43981871,0,7.87935688
12:02.7,7.879197038,-31.13701871,0.27405469,-32.40121871,0,7.879197038
12:03.1,7.87939684,-31.13651871,0.27422139,-32.36781871,0,7.87939684
12:03.4,7.879716524,-31.13791871,0.27422139,-32.33921871,0,7.879716524
12:03.7,7.879876367,-31.13871871,0.27405469,-32.32311871,0,7.879876367
12:04.1,7.880036209,-31.13881871,0.27405469,-32.33611871,0,7.880036209
12:04.4,7.879516722,-31.13761871,0.27422139,-32.31151871,0,7.879516722
12:04.7,7.879137097,-31.13691871,0.27455479,-32.31561871,0,7.879137097
12:05.1,7.879716524,-31.13801871,0.27455479,-32.39711871,0,7.879716524
12:05.4,7.879896347,-31.13811871,0.27422139,-32.42281871,0,7.879896347
12:05.7,7.879716524,-31.13771871,0.27422139,-32.39141871,0,7.879716524
12:06.1,7.879736505,-31.14011871,0.27422139,-32.37301871,0,7.879736505
12:06.4,7.879596643,-31.14011871,0.27405469,-32.34741871,0,7.879596643
12:06.7,7.879676564,-31.13911871,0.27422139,-32.35831871,0,7.879676564
12:07.1,7.879636603,-31.14061871,0.27455479,-32.39671871,0,7.879636603
12:07.4,7.87935688,-31.13971871,0.27455479,-32.40001871,0,7.87935688
12:07.7,7.879416821,-31.13941871,0.27438809,-32.40871871,0,7.879416821
12:08.1,7.879336899,-31.13851871,0.27405469,-32.37251871,0,7.879336899
12:08.4,0,0,0,0,1,0
12:08.7,7.879496742,-31.14041871,0.27422139,-32.39181871,0,7.879496742
12:09.1,7.879416821,-31.14011871,0.27405469,-32.39611871,0,7.879416821
12:09.4,7.879456781,-31.13911871,0.27422139,-32.36701871,0,7.879456781
12:09.7,7.879276959,-31.13981871,0.27422139,-32.36611871,0,7.879276959
12:10.1,7.879416821,-31.14071871,0.27438809,-32.41541871,0,7.879416821
12:10.4,7.879736505,-31.14311871,0.27455479,-32.42431871,0,7.879736505
12:10.7,7.879416821,-31.14391871,0.27438809,-32.39011871,0,7.879416821
12:11.1,7.879077156,-31.14271871,0.27438809,-32.40781871,0,7.879077156
12:11.4,7.87939684,-31.14161871,0.27455479,-32.39371871,0,7.87939684
12:11.7,7.879616623,-31.13981871,0.27455479,-32.31591871,0,7.879616623
12:12.1,7.879636603,-31.14051871,0.27438809,-32.32031871,0,7.879636603
12:12.4,7.879476761,-31.14241871,0.27405469,-32.36501871,0,7.879476761
12:12.7,7.879436801,-31.14211871,0.27422139,-32.39531871,0,7.879436801
12:13.1,7.87935688,-31.14171871,0.27422139,-32.39841871,0,7.87935688
12:13.4,7.879117117,-31.13951871,0.27405469,-32.38491871,0,7.879117117
12:13.7,7.879536702,-31.13861871,0.27422139,-32.40631871,0,7.879536702
12:14.1,7.879816426,-31.13971871,0.27438809,-32.40811871,0,7.879816426
12:14.4,7.879836406,-31.13831871,0.27438809,-32.34021871,0,7.879836406
12:14.7,7.880036209,-31.13921871,0.27438809,-32.34031871,0,7.880036209
12:15.1,7.879856386,-31.14101871,0.27438809,-32.37931871,0,7.879856386
12:15.4,7.879536702,-31.13951871,0.27438809,-32.39851871,0,7.879536702
12:15.7,7.879536702,-31.14041871,0.27422139,-32.41721871,0,7.879536702
12:16.1,7.879676564,-31.14131871,0.27422139,-32.36451871,0,7.879676564
12:16.4,7.879596643,-31.14201871,0.27438809,-32.36741871,0,7.879596643
12:16.7,7.879436801,-31.14121871,0.27422139,-32.39511871,0,7.879436801
12:17.1,7.879756485,-31.13941871,0.27422139,-32.37471871,0,7.879756485
12:17.4,7.880036209,-31.14081871,0.27455479,-32.42591871,0,7.880036209
12:17.7,7.879676564,-31.14171871,0.27422139,-32.41131871,0,7.879676564
12:18.0,7.879556682,-31.14011871,0.27438809,-32.38661871,0,7.879556682
12:18.4,7.919576663,-31.10111871,0.31472149,-32.38911871,1,7.919576663
12:18.7,7.879596643,-31.14121871,0.27472149,-32.40881871,0,7.879596643
12:19.0,7.879816426,-31.14051871,0.27455479,-32.39681871,0,7.879816426
12:19.4,7.879656584,-31.14101871,0.27422139,-32.37271871,0,7.879656584
12:19.7,7.879296939,-31.14071871,0.27405469,-32.34801871,0,7.879296939
12:20.0,7.879177057,-31.14171871,0.27422139,-32.39951871,0,7.879177057
12:20.4,7.879316919,-31.14201871,0.27422139,-32.40351871,0,7.879316919
12:20.7,7.879476761,-31.14031871,0.27438809,-32.34651871,0,7.879476761
12:21.0,7.87935688,-31.14081871,0.27438809,-32.37701871,0,7.87935688
12:21.4,7.879097136,-31.14201871,0.27422139,-32.39561871,0,7.879097136
12:21.7,7.878957274,-31.14221871,0.27438809,-32.39151871,0,7.878957274
12:22.0,7.879157077,-31.14151871,0.27422139,-32.39621871,0,7.879157077
12:22.4,7.879496742,-31.13811871,0.27405469,-32.38301871,0,7.879496742
12:22.7,7.879636603,-31.13731871,0.27438809,-32.37071871,0,7.879636603
12:23.0,7.879476761,-31.14041871,0.27455479,-32.35731871,0,7.879476761
12:23.4,7.879276959,-31.14221871,0.27455479,-32.39431871,0,7.879276959
12:23.7,7.879296939,-31.14151871,0.27438809,-32.44391871,0,7.879296939
12:24.0,7.879556682,-31.14001871,0.27438809,-32.40641871,0,7.879556682
12:24.4,7.879696544,-31.13931871,0.27472149,-32.37921871,0,7.879696544
12:24.7,7.879476761,-31.14111871,0.27438809,-32.42401871,0,7.879476761
12:25.0,7.879077156,-31.14181871,0.27422139,-32.41391871,0,7.879077156
12:25.4,7.879276959,-31.14221871,0.27405469,-32.39181871,0,7.879276959
12:25.7,7.879836406,-31.14151871,0.27422139,-32.39451871,0,7.879836406
12:26.0,7.880076169,-31.14051871,0.27438809,-32.39351871,0,7.880076169
12:26.4,7.879836406,-31.14211871,0.27438809,-32.40291871,0,7.879836406
12:26.7,7.879416821,-31.14241871,0.27438809,-32.37231871,0,7.879416821
12:27.0,7.879217018,-31.14161871,0.27438809,-32.38401871,0,7.879217018
12:27.4,7.879476761,-31.14171871,0.27438809,-32.42731871,0,7.879476761
12:27.7,7.879656584,-31.14161871,0.27455479,-32.44521871,0,7.879656584
12:28.0,7.879676564,-31.14091871,0.27455479,-32.40991871,0,7.879676564
12:28.4,7.879616623,-31.14071871,0.27455479,-32.36351871,0,7.879616623
12:28.7,7.879616623,-31.14151871,0.27455479,-32.38671871,0,7.879616623
12:29.0,7.879896347,-31.14241871,0.27438809,-32.47091871,0,7.879896347
12:29.4,7.879916327,-31.14071871,0.27438809,-32.46721871,0,7.879916327
12:29.7,7.879716524,-31.13931871,0.27438809,-32.43011871,0,7.879716524
12:30.0,7.879416821,-31.14211871,0.27405469,-32.40091871,0,7.879416821
12:30.4,7.879217018,-31.14421871,0.27422139,-32.36791871,0,7.879217018
12:30.7,7.879496742,-31.14511871,0.27438809,-32.37771871,0,7.879496742
12:31.0,7.879576663,-31.14451871,0.27438809,-32.36841871,0,7.879576663
12:31.4,7.879696544,-31.14351871,0.27438809,-32.39481871,0,7.879696544
12:31.7,7.879916327,-31.14411871,0.27422139,-32.44711871,0,7.879916327
12:32.0,7.879976268,-31.14361871,0.27405469,-32.42751871,0,7.879976268
12:32.4,7.879956288,-31.14351871,0.27422139,-32.41031871,0,7.879956288
12:32.7,7.879516722,-31.14471871,0.27438809,-32.41331871,0,7.879516722
12:33.0,7.87935688,-31.14331871,0.27438809,-32.36721871,0,7.87935688
12:33.4,7.879876367,-31.14341871,0.27422139,-32.37141871,0,7.879876367
12:33.7,7.879816426,-31.14301871,0.27422139,-32.37891871,0,7.879816426
12:34.0,7.879496742,-31.14181871,0.27438809,-32.36391871,0,7.879496742
12:34.4,7.879556682,-31.14211871,0.27455479,-32.38151871,0,7.879556682
12:34.7,7.879596643,-31.14261871,0.27455479,-32.38961871,0,7.879596643
12:35.0,7.879736505,-31.14311871,0.27455479,-32.43081871,0,7.879736505
12:35.4,7.879556682,-31.14381871,0.27422139,-32.46721871,0,7.879556682
12:35.7,7.87935688,-31.14121871,0.27422139,-32.40121871,0,7.87935688
12:36.0,7.879536702,-31.14061871,0.27438809,-32.37631871,0,7.879536702
12:36.4,7.879276959,-31.14311871,0.27422139,-32.42521871,0,7.879276959
12:36.7,7.879117117,-31.14371871,0.27438809,-32.43681871,0,7.879117117
12:37.0,7.87939684,-31.14391871,0.27438809,-32.40441871,0,7.87939684
12:37.4,7.879416821,-31.14151871,0.27438809,-32.33651871,0,7.879416821
12:37.7,7.879536702,-31.14171871,0.27455479,-32.33111871,0,7.879536702
12:38.0,7.879576663,-31.14431871,0.27455479,-32.40461871,0,7.879576663
12:38.4,7.879696544,-31.14471871,0.27455479,-32.44751871,0,7.879696544
12:38.7,7.879796446,-31.14481871,0.27455479,-32.44231871,0,7.879796446
12:39.0,7.879596643,-31.14431871,0.27422139,-32.36431871,0,7.879596643
12:39.4,7.879596643,-31.14271871,0.27422139,-32.35651871,0,7.879596643
12:39.7,7.879636603,-31.14241871,0.27438809,-32.40991871,0,7.879636603
12:40.0,7.879796446,-31.14131871,0.27438809,-32.40441871,0,7.879796446
12:40.4,7.879916327,-31.14151871,0.27438809,-32.40751871,0,7.879916327
12:40.7,7.879676564,-31.14511871,0.27422139,-32.38661871,0,7.879676564
12:41.0,7.879756485,-31.14441871,0.27422139,-32.35091871,0,7.879756485
12:41.4,7.879956288,-31.14181871,0.27422139,-32.37551871,0,7.879956288
12:41.7,7.879736505,-31.14211871,0.27422139,-32.38231871,0,7.879736505
12:42.0,7.879916327,-31.14351871,0.27472149,-32.38461871,0,7.879916327
12:42.4,7.879676564,-31.14531871,0.27455479,-32.40711871,0,7.879676564
12:42.7,7.879316919,-31.14431871,0.27422139,-32.41661871,0,7.879316919
12:43.0,7.87937686,-31.14251871,0.27422139,-32.42101871,0,7.87937686
12:43.4,7.879097136,-31.14201871,0.27422139,-32.39861871,0,7.879097136
12:43.7,7.879017215,-31.14161871,0.27438809,-32.36721871,0,7.879017215
12:44.0,7.879256978,-31.14461871,0.27455479,-32.35911871,0,7.879256978
12:44.4,7.879556682,-31.14521871,0.27422139,-32.32951871,0,7.879556682
12:44.7,7.879596643,-31.14281871,0.27438809,-32.39071871,0,7.879596643
12:45.0,7.879296939,-31.14351871,0.27472149,-32.47961871,0,7.879296939
12:45.4,7.879336899,-31.14351871,0.27455479,-32.42251871,0,7.879336899
12:45.7,7.879756485,-31.14341871,0.27455479,-32.38151871,0,7.879756485
12:46.0,7.87937686,-31.14421871,0.27455479,-32.39621871,0,7.87937686
12:46.4,7.879037196,-31.14331871,0.27455479,-32.39621871,0,7.879037196
12:46.7,7.879516722,-31.14321871,0.27422139,-32.40431871,0,7.879516722
12:47.0,7.879836406,-31.14511871,0.27422139,-32.37711871,0,7.879836406
12:47.4,7.879836406,-31.14471871,0.27438809,-32.33401871,0,7.879836406
12:47.7,7.879596643,-31.14461871,0.27455479,-32.35051871,0,7.879596643
12:48.0,7.879276959,-31.14391871,0.27455479,-32.39901871,0,7.879276959
12:48.4,7.879496742,-31.14241871,0.27455479,-32.42761871,0,7.879496742
12:48.7,7.879536702,-31.14431871,0.27422139,-32.40151871,0,7.879536702
12:49.0,7.879436801,-31.14551871,0.27422139,-32.37891871,0,7.879436801
12:49.4,7.879676564,-31.14391871,0.27438809,-32.42011871,0,7.879676564
12:49.7,7.879436801,-31.14471871,0.27438809,-32.38951871,0,7.879436801
12:50.0,7.879197038,-31.14671871,0.27422139,-32.35241871,0,7.879197038
12:50.4,7.879516722,-31.14601871,0.27422139,-32.36531871,0,7.879516722
12:50.7,7.879316919,-31.14391871,0.27405469,-32.38681871,0,7.879316919
12:51.0,7.879217018,-31.14211871,0.27422139,-32.41391871,0,7.879217018
12:51.3,7.879656584,-31.14281871,0.27422139,-32.44881871,0,7.879656584
12:51.7,7.879616623,-31.14271871,0.27438809,-32.39121871,0,7.879616623
12:52.0,7.879596643,-31.14321871,0.27438809,-32.34211871,0,7.879596643
12:52.3,7.879516722,-31.14501871,0.27422139,-32.36171871,0,7.879516722
12:52.7,7.879796446,-31.14341871,0.27455479,-32.40431871,0,7.879796446
12:53.0,7.879896347,-31.14221871,0.27455479,-32.44931871,0,7.879896347
12:53.3,7.879416821,-31.14281871,0.27438809,-32.37821871,0,7.879416821
12:53.7,7.879296939,-31.14251871,0.27438809,-32.31851871,0,7.879296939
12:54.0,7.87935688,-31.14281871,0.27422139,-32.38751871,0,7.87935688
12:54.3,7.87937686,-31.14171871,0.27455479,-32.37451871,0,7.87937686
12:54.7,7.879716524,-31.14191871,0.27472149,-32.35461871,0,7.879716524
12:55.0,7.879656584,-31.14291871,0.27438809,-32.33971871,0,7.879656584
12:55.3,7.879316919,-31.13991871,0.27438809,-32.33511871,0,7.879316919
12:55.7,7.879296939,-31.13811871,0.27438809,-32.38251871,0,7.879296939
12:56.0,7.879177057,-31.13991871,0.27422139,-32.34541871,0,7.879177057
12:56.3,7.879197038,-31.14131871,0.27438809,-32.35081871,0,7.879197038
12:56.7,7.879316919,-31.14161871,0.27422139,-32.42611871,0,7.879316919
12:57.0,7.879436801,-31.14171871,0.27405469,-32.37941871,0,7.879436801
12:57.3,7.879656584,-31.14311871,0.27422139,-32.35781871,0,7.879656584
12:57.7,7.879456781,-31.14361871,0.27405469,-32.38331871,0,7.879456781
12:58.0,7.87937686,-31.14261871,0.27422139,-32.38731871,0,7.87937686
12:58.3,7.879456781,-31.14391871,0.27422139,-32.41311871,0,7.879456781
12:58.7,7.87939684,-31.14311871,0.27422139,-32.39641871,0,7.87939684
12:59.0,7.879516722,-31.14281871,0.27422139,-32.40861871,0,7.879516722
12:59.3,7.879696544,-31.14371871,0.27405469,-32.44601871,0,7.879696544
12:59.7,7.879896347,-31.14221871,0.27438809,-32.41191871,0,7.879896347
13:00.0,7.879716524,-31.14291871,0.27472149,-32.36711871,0,7.879716524
13:00.3,7.879296939,-31.14481871,0.27422139,-32.34711871,0,7.879296939
13:00.7,7.878977255,-31.14391871,0.27405469,-32.35431871,0,7.878977255
13:01.0,7.879137097,-31.14401871,0.27422139,-32.41131871,0,7.879137097
13:01.3,7.879416821,-31.14371871,0.27422139,-32.41121871,0,7.879416821
13:01.7,7.879596643,-31.14161871,0.27455479,-32.42811871,0,7.879596643
13:02.0,7.87939684,-31.14171871,0.27455479,-32.46781871,0,7.87939684
13:02.3,7.879336899,-31.14181871,0.27455479,-32.46011871,0,7.879336899
13:02.7,7.879416821,-31.14321871,0.27455479,-32.44821871,0,7.879416821
13:03.0,7.879336899,-31.14401871,0.27422139,-32.39121871,0,7.879336899
13:03.3,7.879316919,-31.14411871,0.27438809,-32.33361871,0,7.879316919
13:03.7,7.87937686,-31.14451871,0.27455479,-32.35211871,0,7.87937686
13:04.0,7.879636603,-31.14211871,0.27455479,-32.37351871,0,7.879636603
13:04.3,7.879796446,-31.13991871,0.27455479,-32.42001871,0,7.879796446
13:04.7,7.879536702,-31.14161871,0.27422139,-32.43271871,0,7.879536702
13:05.0,7.879336899,-31.14241871,0.27422139,-32.36861871,0,7.879336899
13:05.3,7.879556682,-31.14321871,0.27438809,-32.39021871,0,7.879556682
13:05.7,7.879596643,-31.14351871,0.27438809,-32.45111871,0,7.879596643
13:06.0,7.879456781,-31.14201871,0.27438809,-32.42151871,0,7.879456781
13:06.3,7.879656584,-31.14061871,0.27438809,-32.37411871,0,7.879656584
13:06.7,7.879536702,-31.13921871,0.27438809,-32.33831871,0,7.879536702
13:07.0,7.879656584,-31.14041871,0.27438809,-32.38551871,0,7.879656584
13:07.3,7.879816426,-31.14201871,0.27422139,-32.42971871,0,7.879816426
13:07.7,7.879836406,-31.13971871,0.27422139,-32.40181871,0,7.879836406
13:08.0,7.879896347,-31.14051871,0.27455479,-32.42721871,0,7.879896347
13:08.3,7.879516722,-31.14311871,0.27455479,-32.49351871,0,7.879516722
13:08.7,7.879596643,-31.14201871,0.27455479,-32.48631871,0,7.879596643
13:09.0,7.879716524,-31.14121871,0.27438809,-32.46611871,0,7.879716524
13:09.3,7.879416821,-31.14171871,0.27422139,-32.43581871,0,7.879416821
13:09.7,7.879476761,-31.14131871,0.27422139,-32.42201871,0,7.879476761
13:10.0,7.879576663,-31.14041871,0.27438809,-32.37471871,0,7.879576663
13:10.3,7.879456781,-31.14091871,0.27472149,-32.31471871,0,7.879456781
13:10.7,7.879536702,-31.14161871,0.27472149,-32.37031871,0,7.879536702
13:11.0,7.879496742,-31.14081871,0.27455479,-32.40571871,0,7.879496742
13:11.3,7.879336899,-31.13891871,0.27438809,-32.40281871,0,7.879336899
13:11.7,7.87939684,-31.14071871,0.27455479,-32.41981871,0,7.87939684
13:12.0,7.879496742,-31.14201871,0.27455479,-32.42531871,0,7.879496742
13:12.3,7.879416821,-31.14081871,0.27438809,-32.42421871,0,7.879416821
13:12.7,7.879416821,-31.14141871,0.27422139,-32.40381871,0,7.879416821
13:13.0,7.879476761,-31.14081871,0.27405469,-32.35551871,0,7.879476761
13:13.3,7.879636603,-31.14101871,0.27422139,-32.33301871,0,7.879636603
13:13.7,7.879516722,-31.14361871,0.27422139,-32.34891871,0,7.879516722
13:14.0,7.879296939,-31.14511871,0.27438809,-32.40791871,0,7.879296939
13:14.3,7.879276959,-31.14361871,0.27455479,-32.43551871,0,7.879276959
13:14.7,7.87939684,-31.14221871,0.27455479,-32.36431871,0,7.87939684
13:15.0,7.879616623,-31.14111871,0.27455479,-32.34531871,0,7.879616623
13:15.3,7.879516722,-31.14251871,0.27422139,-32.39671871,0,7.879516722
13:15.7,7.879576663,-31.14301871,0.27422139,-32.37121871,0,7.879576663
13:16.0,7.879716524,-31.14361871,0.27455479,-32.37931871,0,7.879716524
13:16.3,7.879416821,-31.14371871,0.27455479,-32.41101871,0,7.879416821
13:16.7,7.879556682,-31.14221871,0.27438809,-32.44231871,0,7.879556682
13:17.0,7.879696544,-31.14211871,0.27422139,-32.43701871,0,7.879696544
13:17.3,7.879316919,-31.14031871,0.27438809,-32.37871871,0,7.879316919
13:17.7,7.879436801,-31.13871871,0.27438809,-32.36611871,0,7.879436801
13:18.0,7.879656584,-31.14201871,0.27438809,-32.43481871,0,7.879656584
13:18.3,7.879336899,-31.14191871,0.27422139,-32.41201871,0,7.879336899
13:18.7,7.879316919,-31.14091871,0.27438809,-32.42581871,0,7.879316919
13:19.0,7.879476761,-31.14031871,0.27455479,-32.42511871,0,7.879476761
13:19.3,7.879716524,-31.13961871,0.27472149,-32.37461871,0,7.879716524
13:19.7,7.879816426,-31.14111871,0.27455479,-32.37151871,0,7.879816426
13:20.0,7.879836406,-31.14111871,0.27438809,-32.31911871,0,7.879836406
13:20.3,7.879716524,-31.14091871,0.27455479,-32.33001871,0,7.879716524
13:20.7,7.879476761,-31.14311871,0.27438809,-32.40551871,0,7.879476761
13:21.0,7.879416821,-31.14371871,0.27438809,-32.38491871,0,7.879416821
13:21.3,7.87939684,-31.14311871,0.27422139,-32.38571871,0,7.87939684
13:21.7,7.879436801,-31.14281871,0.27422139,-32.42411871,0,7.879436801
13:22.0,7.879436801,-31.14261871,0.27422139,-32.42021871,0,7.879436801
13:22.3,7.879217018,-31.14391871,0.27438809,-32.41031871,0,7.879217018
13:22.7,7.879476761,-31.14331871,0.27438809,-32.37651871,0,7.879476761
13:23.0,7.879956288,-31.14121871,0.27422139,-32.34971871,0,7.879956288
